Country,groundwater withdrawal,ground-water monitoring,underground water abstraction,groundwater permits,groundwater rights,well and borehole drilling licenses,conjunctive management,groundwater protection zones,aquifer recharge,transboundary aquifers
Brazil,0.19217484398593745,0.1567911932802613,0.21585962292934943,0.24336542515352483,0.25708793825,0.1345493815864445,0.07964682956995942,0.20880801313061645,0.20126322781598519,0.17424902449160726
Brunei,0.20323064552784192,0.1834358209179622,0.195070939261951,0.2647992836904775,0.2283742256223818,0.18463052541956165,0.07450622541770142,0.1829814137889243,0.19565831059103886,0.13466436102313578
Bulgaria,0.14966202428952502,0.13719851893475812,0.1482702566572455,0.23426899386815925,0.18151165961651236,0.14340548524123892,0.07105920511391432,0.1996132653013931,0.13010020017626872,0.13019250740193786
Burkina Faso,0.1868543305574041,0.1624144029218746,0.2130845335507001,0.24890862394509877,0.2423016040288845,0.13031377566402919,0.09564342540024358,0.24375673729136535,0.1831042976761598,0.17294753515571104
Burundi,0.21112439654562992,0.1886653148594748,0.23927106995109715,0.24132430615754039,0.2625587781054346,0.12622980937589584,0.10408403839929666,0.23527442903643703,0.20618812135759376,0.1848909632997138
Cambodia,0.18735465606171958,0.17217954890951637,0.19384553836857224,0.2841822421054607,0.2540556349814365,0.19791284977839885,0.10672253481014084,0.2194823533347529,0.1799432175645822,0.17809874281282742
Cameroon,0.165851093170038,0.14255421964954068,0.15619764023195318,0.2205729456745454,0.2018780210629574,0.12353023778269843,0.07048019563465813,0.19126486274804083,0.1678766347190606,0.1391659573714398
Canada,0.09786284977160713,0.09307315989703084,0.09924137183322444,0.17313078247191577,0.13663659620679167,0.09399400237313928,0.09041660723644077,0.13622885608436763,0.0913113631641138,0.10497180817543109
Cape Verde,0.1721468270651914,0.14946009808322377,0.1737239187892691,0.22341204588473476,0.20899616369481883,0.13359704591269156,0.09536607604745083,0.19048789337446131,0.17842164186283072,0.14999045597939506
Central African Republic,0.20760815110046774,0.18458803625230183,0.23021113774902804,0.24271854520747463,0.24997121209537526,0.15228503792568976,0.0965399006242998,0.22680890516161742,0.20372271655765073,0.178491543938168
Chad,0.2024122794301874,0.16349570926757656,0.20916650710932633,0.2641330540623398,0.2612429784338171,0.16528532423874512,0.08666430555731919,0.23317009706976197,0.19775760431913875,0.18309155972592342
Chile,0.18045347535888195,0.1393507585421362,0.17496414102961794,0.22840955998062112,0.23916119944228972,0.13690599836444306,0.08231881797998346,0.19109821667260316,0.17574497416322693,0.1451647756243013
China,0.24252999565587782,0.210760762445075,0.2709431928831654,0.29020011431904624,0.2940966328424347,0.1756230243350516,0.13675016423282318,0.28467618800646954,0.24849168156480228,0.22938903263864627
Colombia,0.11961236583815202,0.09862206389172248,0.12695667454606072,0.20250763798732146,0.1885016685293783,0.13179001894135875,0.08318041119919503,0.19225088954700012,0.10666174303361801,0.1376230278147731
Comoros,0.21807324524688196,0.20724487275104253,0.23685904661405704,0.2639175479139751,0.2516916652690169,0.14053550357077566,0.08180264931145899,0.2803193065324144,0.2153099127763924,0.19308117756294754
Congo,0.16985426000967205,0.14056784336554615,0.1932062364883098,0.21820377848541467,0.23135293590797626,0.12996242215480874,0.0951175952197811,0.20287332187000814,0.17412010192839575,0.16055041229432582
Costa Rica,0.1665815633795169,0.12279099554327927,0.152503731637129,0.24350256318993116,0.23425537055113915,0.14560145358087442,0.07424915484976555,0.19453689637778435,0.1720631045376495,0.1693419186702487
Croatia,0.18763263004565023,0.17700007858562025,0.20779265701790212,0.25150085900133096,0.23174675000153952,0.13199515069941906,0.10651828668176579,0.22731899554195087,0.18167182418719197,0.1646751592912172
Cuba,0.23482737067224158,0.21604930634828087,0.252141321282593,0.25186177347813005,0.2617253313846209,0.13757153861927568,0.0921233254753655,0.2521734748085051,0.23527673931095094,0.2123372517560866
Cyprus,0.1323867900358685,0.19260965945404684,0.1734808435476216,0.18850255634652166,0.15325163441279108,0.08112809779224538,0.05272020714961447,0.2174057525318846,0.1366024013230143,0.13890520532307482
Czech Republic,0.1736785600140388,0.1695214031675181,0.17537209930216302,0.25906176543970966,0.20177211779924112,0.1587916852941729,0.07107928089731233,0.21887334188037816,0.16188475721683468,0.14478937898047306
DR Congo,0.18124711545807695,0.14886477556185504,0.18634413685852264,0.22578043271918527,0.23118505397612996,0.1213319990559479,0.10278959147272573,0.21601714448180973,0.17870419893461187,0.17668996835646059
Denmark,0.15563155720810676,0.12684715636482824,0.14793529446610107,0.24013622945476995,0.18866354859705567,0.11085141855244861,0.09112819940456764,0.18056030809741075,0.1414995783223111,0.10403211128945103
Djibouti,0.1540152609314579,0.10322997264945816,0.13108604208359861,0.24942751202247734,0.1946602405402839,0.17921129762759458,0.07107868887508148,0.16608944953114557,0.14214918506307953,0.13507401036224517
Dominica,0.14242931996633076,0.11324171881661549,0.11019845532410051,0.24158331862925492,0.18437298416558148,0.18166603722633332,0.07712201915911121,0.167621553609596,0.14243864752019147,0.09568498300619635
Dominican Republic,0.235247313788376,0.18672746537092777,0.22880724650740128,0.2970459680028378,0.29926586690716295,0.1833780622852234,0.08250747810392167,0.24599395245466096,0.24379619000511665,0.2078906487070857
Ecuador,0.22217322647570092,0.19705330124681644,0.24081745012305866,0.2707615676962289,0.2811456191147147,0.142606613541998,0.1206012032226444,0.23617735186562627,0.23692898866967602,0.19935017618924844
Egypt,0.17856863105058643,0.14506468200028672,0.15554486946711474,0.23984163460453115,0.21215528542805556,0.18083431809674222,0.08008658846344925,0.2067653525246463,0.16431653195942228,0.15536536027284095
El Salvador,0.17086192208983936,0.15813537321771587,0.18733774424280952,0.21301728675663725,0.1953195820924674,0.13022885837902223,0.09151111349589004,0.1844529841406318,0.17355277523086146,0.1518509854160347
Equatorial Guinea,0.16882931024955486,0.14251037439299571,0.1716643619187276,0.22238058242513795,0.20615757099890905,0.13254409187629104,0.08628123142579223,0.22269381345095576,0.15657375556913852,0.17899780217921724
Eritrea,0.04827238503758687,0.051074016565679704,0.13616707101311804,0.07995603446851773,0.09773944580671279,0.08786369999658503,0.04520133256062151,0.07076191833301938,0.060006908565363545,0.05761999785507489
Estonia,0.18527758276624648,0.19156541779321123,0.187946148440593,0.26284902009997796,0.19866787771981662,0.15199406191009854,0.062025990732720956,0.24746849528970102,0.1689235585711899,0.1606389582714534
Eswatini,0.14482176089518323,0.11240312104791667,0.10992741806231239,0.2567017742163799,0.18141469170517702,0.17698278812656715,0.09708047320093346,0.15524881463530404,0.12802648289875446,0.11874702571728342
Ethiopia,0.14860163743086358,0.1303221682691685,0.1627577918249939,0.22857163804567796,0.18682024633952515,0.13665351973511275,0.08379595642832613,0.14374581533805328,0.15358557983757645,0.1279259994117321
Fiji,0.08875545311864842,0.07096014520905694,0.05492385947593484,0.15941831911659832,0.1064404751019887,0.11429352885910116,0.08316599369807821,0.09508152412900432,0.07844341528816039,0.05418901218502888
Finland,0.13183269427023805,0.09391458835672224,0.10446039727357395,0.23264132471932558,0.16694262770336016,0.1318366497511323,0.09565343370702979,0.15251613201340242,0.10512942866012641,0.08799381429632316
France,0.11882083801560246,0.0923703368132109,0.11940404868452524,0.1799598654662862,0.14170167419038632,0.10806818927413096,0.052171993170697754,0.15122996841649392,0.12641210772326378,0.09484140114020283
Gabon,0.08003202731979474,0.08857408543275559,0.09598289918193213,0.15810902668744956,0.14130633512359875,0.08654847350570033,0.06968324460959255,0.1688973142423738,0.0678727905062976,0.09313157891027297
Georgia,0.227926624337316,0.2407816171610025,0.26352068473451684,0.2908762532186527,0.2748599206286991,0.13902144903287844,0.09047696075963013,0.26293887244626774,0.21117527876657136,0.18878203984068798
Germany,0.15907463257046797,0.13559643468863442,0.16096511437182814,0.25189657157473505,0.1882645879432571,0.12849630033407525,0.06432430807468843,0.21547617097720828,0.1425251210283628,0.1312768542071169
Ghana,0.15442114414926264,0.12506512452457266,0.1270878345455723,0.2157397300342791,0.20336048442720578,0.11376121662814469,0.09496379344117381,0.15611074871853586,0.1242839857438982,0.1100512053297281
Greece,0.17220170069757132,0.18766151834302305,0.20112249324705853,0.2258248367315759,0.2070422450965705,0.11636063013874719,0.09760924831660668,0.2342560700169692,0.15920244212151977,0.16114675898771744
Grenada,0.16462032252759648,0.14103561201161727,0.15544962618003666,0.23571812126991942,0.18453100449401447,0.16268322620674536,0.09591688883020412,0.1708491457736919,0.1518256454861632,0.11768675090762594
Guinea,0.21341153450810094,0.17298949583035264,0.21874393335339157,0.2728529649813138,0.2902644076287686,0.17358146578866043,0.10613166487877715,0.238916802173046,0.20983016178650993,0.18577687987724825
Guinea-Bissau,0.20405474953899203,0.1762194185454531,0.2327975784748696,0.2578890627670707,0.27048865996557486,0.14912411682766064,0.09938822232729061,0.2306963559834832,0.20239538844258245,0.18552580955487008
Guyana,0.15218693942938682,0.13188289805499873,0.12515652373448052,0.24189656165872653,0.1793138854893108,0.1874696204948886,0.0797539332272156,0.1575466613264542,0.15380591005350067,0.10347895730945125
Honduras,0.2134372430827512,0.19089863169604337,0.2402520772328117,0.2685069113269378,0.2872891826314601,0.14866903529473743,0.10053748075728024,0.24822286326180631,0.21128583497202277,0.196692544178443
Hungary,0.10952257104907048,0.08366847768782568,0.11593868664480463,0.18112617672925163,0.15478012906595687,0.1166510013449614,0.05888715907410004,0.14992843075177625,0.10765460475499211,0.08149939899836924
Iceland,0.1528279237627572,0.17950106916561484,0.19610460308004476,0.2183482923656855,0.186296832419219,0.10366987199949664,0.09713191514398666,0.2181297452084813,0.1492749643067706,0.14723801097220313
India,0.10451510529519085,0.09316210458797937,0.0669157190462468,0.17858210162676388,0.1303183482261957,0.13054005559790616,0.07082032705862162,0.14095215976323744,0.08492693670906434,0.09148942120961848
Indonesia,0.21229253785241714,0.19444935042642583,0.2517177160629747,0.24363685563255696,0.2685853537768993,0.12681207303809394,0.12309631940401082,0.22099581294941,0.2171760245517015,0.17949084593414139
Iran,0.225081483833107,0.19248111764782916,0.2339113685009674,0.3044137219129594,0.29050873402924143,0.20188913568384032,0.07941936390404516,0.23712802881633335,0.23037456835403963,0.207128530865983
Iraq,0.1634673112802566,0.1544001679304232,0.19830158330957487,0.1994906915634641,0.20348408285998493,0.13433180098978825,0.1294391826975857,0.18396197703354752,0.16009467353731036,0.13870333048782793
Ireland,0.09981561932693891,0.07654731262108819,0.09287491642724502,0.15652623551044714,0.1167052777583781,0.07656232070127533,0.045332250253073116,0.11258652470996801,0.08776982457307204,0.060159209789562906
Israel,0.19733386510122766,0.1602664393276449,0.18971695054154872,0.2711180354670707,0.23480674511784405,0.15401384181951308,0.09156226265599951,0.20888969699228319,0.2075909593692327,0.14884503956118197
Italy,0.10446550275140985,0.08553096812740173,0.0989246231686795,0.18367025027482367,0.1263679758017128,0.10869297267208065,0.0860266662893545,0.16677924034556663,0.10464182899557399,0.11003207907498781
Ivory Coast,0.19454814874636178,0.17444647674040795,0.22964507110128538,0.23806386146845449,0.25161378224013525,0.14233122934003697,0.07717401884325223,0.2357706041161216,0.1946638604050054,0.18496811635780705
Jamaica,0.15298790506454285,0.12212207070139462,0.149584499949152,0.25492541718847705,0.18119596988816009,0.21182298150576354,0.06861563912106235,0.1574576184712872,0.13980532739704934,0.10880917926237421
Japan,0.14608588075008866,0.09955858001238602,0.14509114676593554,0.22417671713113554,0.19052972873893204,0.13114705107300612,0.08090997424967278,0.1932903617649187,0.1600803105341488,0.1498623811875999
Jordan,0.1732879560239493,0.13459527021329679,0.13880279238294818,0.22906039294641353,0.2102832104443884,0.18398403091017748,0.05942793732821142,0.1859985381321703,0.13567585307812507,0.1559841907905587
Kazakhstan,0.17022732023244833,0.15472315901064324,0.18519169001234606,0.22309921382509584,0.21903277398000903,0.12703751051829795,0.04942344977711187,0.21001924733458743,0.1715990959604501,0.15258715083736338
Kenya,0.16207178321514,0.13900235488646295,0.1452459838471932,0.2601132826577496,0.2012328323889949,0.18992830637393834,0.09218581515069567,0.17134130376145096,0.1500196506042693,0.12411454837431765
Kuwait,0.0787077177440338,0.09113104827229557,0.07449228541191387,0.14696680133572826,0.11597127669363787,0.10137018645182468,0.07672548194962986,0.14236027778736335,0.065065469615746,0.09288494033968626
Kyrgyzstan,0.2326847537919692,0.2172033412350057,0.24700862206405996,0.29079344071126056,0.2625314907773441,0.16446179728121965,0.09786847003381974,0.23919649113544025,0.22964974951892825,0.18333060515833122
Laos,0.20657741851814562,0.20684926427758857,0.23551773690988023,0.249301558117427,0.25399146009244444,0.15224281132596595,0.10857599029890033,0.21634119541270633,0.20064307896790143,0.1788646696400044
Latvia,0.11722582896009649,0.1346509837640831,0.13385865299843777,0.20743802418369495,0.1593900121296628,0.1363840593392941,0.0619566642167506,0.18376376307829334,0.11423801437253943,0.12283486106243727
Lebanon,0.18815446648012457,0.18127559937500104,0.21546946341487722,0.2434910575006001,0.2340677410632349,0.1361233920404287,0.1004524395762005,0.2198118655812393,0.19701324685241256,0.162542308869179
Lesotho,0.17124641298123636,0.15851086610060625,0.17758187297182942,0.2740630908720579,0.21417092359082257,0.1814798023390733,0.08848401551836446,0.19786663277532712,0.15952187787056168,0.1378435044329818
Liberia,0.0659204528317263,0.07445515425805772,0.04544560273211422,0.13347059216478155,0.10365964663621549,0.08067501110213732,0.10284180074042529,0.08992347036576225,0.06041231988611244,0.051003706017236576
Libya,0.20544511569040633,0.15649559245766345,0.17540997913342832,0.2536778561897929,0.2654048446543482,0.16136311888708438,0.07449002108596385,0.21728847524729988,0.19129643384689815,0.14520474641296138
Liechtenstein,0.19788021208382983,0.18550860432464297,0.1911846908203649,0.23687853234851247,0.17482081680895376,0.10085640178159012,0.05133127242375288,0.25045251851357203,0.17598858940020431,0.13174078981149917
Lithuania,0.21879919947532614,0.2334420085042298,0.27684560400340547,0.26143700465549286,0.26070848634617766,0.1359685238438176,0.060624092601788145,0.2610157497228695,0.19696429683374528,0.20455972445070558
Luxembourg,0.11612156159659105,0.10076888425516581,0.12137638356436607,0.189207192395557,0.15216719476953608,0.1117060182112078,0.054918186706382106,0.1817833129885193,0.12124047793686493,0.10147532485468834
Madagascar,0.19301364431229964,0.1724711140229153,0.19033042328043337,0.24675529769818005,0.22976217395482826,0.13440670347992076,0.10351233636228287,0.21009097955553824,0.19272321742653664,0.15164122762210672
Malawi,0.17201962434923354,0.14259640368201143,0.16027965353862317,0.259190765196534,0.2062320519006909,0.19020434616369697,0.08519201256028017,0.18001295670391287,0.156498888905954,0.12905371702586554
Malaysia,0.10066482399355861,0.06359344729484182,0.09118508775110608,0.19979150893808595,0.14581925762097203,0.1543521115117743,0.03882074556215247,0.15270284843021145,0.07598787034637995,0.0852472571499116
Maldives,0.17680542643946293,0.17714520903724223,0.17686087016115895,0.22173641968402646,0.19957805818318988,0.1430335020855184,0.08724996051490569,0.1796438475397645,0.17513978837386154,0.12035036256152971
Mali,0.21442175758285414,0.19127107972342305,0.23555093120138043,0.25928722345288313,0.2575357513663673,0.1458829223392452,0.13079306530403456,0.23501646153622427,0.2186660351797933,0.17914440974708218
Malta,0.06708704304689343,0.06053384973017582,0.05099031093203551,0.16021238853960662,0.10367379500045548,0.10990580260917111,0.07736730973113694,0.12045782293916865,0.046326960712854505,0.05161499240743817
Mauritania,0.17646096469026754,0.15362636745907138,0.1800506407222367,0.249561471236984,0.23565791239738343,0.1412578022770985,0.09332834985673429,0.212995705877648,0.17437454472790528,0.15609158619567898
Mauritius,0.17190427991084933,0.1477041835345506,0.1622012191821489,0.2703334530657998,0.2135277665648774,0.18110650810790932,0.09311807906034324,0.1933876635899654,0.15136334390661066,0.1319763097691013
Mexico,0.2046785050204823,0.17077330245127023,0.2126972408675786,0.26218139211543656,0.25105053220101453,0.1445211483116814,0.0962289319429986,0.2273807445012959,0.209683325457352,0.18955493128118445
Moldova,0.20578695598003305,0.1994649550188251,0.2277645595316324,0.2905548857785884,0.2552778126138519,0.16619276043231984,0.08402841133013994,0.2698952687357405,0.20136491492789507,0.17246194999866937
Mongolia,0.20450910510524709,0.19672659150412714,0.23245912907334354,0.2561233177323551,0.2514805870396309,0.14892143038921768,0.09072542195679585,0.22939370125184422,0.20859788419196945,0.1805546168137794
Montenegro,0.19478905992136322,0.21161416759771837,0.24348551297078844,0.2709800512805854,0.2525582076636176,0.14605559141242652,0.09403920057546993,0.2583948384091652,0.20237897576734876,0.18832574026714138
Morocco,0.19919004257904524,0.16035925643778606,0.19314178776812846,0.2669397954225428,0.2394179486098159,0.16613768949336405,0.08150399140967801,0.22230449688101822,0.20452517165135778,0.18281323731014887
Mozambique,0.197557739724765,0.17189058150017503,0.20756516337498104,0.26694461923866086,0.2628007030684672,0.15896555789760328,0.09824474256269893,0.23042621294340354,0.20365567439175677,0.18317347866951508
Myanmar,0.1389733999874965,0.08882676195356565,0.12430656850432613,0.1868331991302775,0.16231900988231254,0.14428287104349038,0.07100146964849757,0.157594591102682,0.11473355208806933,0.1432953523899645
Namibia,0.18677318720927485,0.15248153432416514,0.17207616532194014,0.2837168262477283,0.21739899369995058,0.21162559999997743,0.09752364570884978,0.18853712438293843,0.18019861205003307,0.1477454162337638
Nepal,0.17869402940939308,0.14605357994986432,0.19431699479047645,0.257177608057407,0.23508824845477871,0.18316815484498702,0.06295863947773558,0.17888084389338452,0.17421216130219816,0.15197405772582961
Netherlands,0.13126619008367152,0.11416999946252933,0.1354411352610142,0.21084745925942963,0.15085419459523267,0.11545854523638614,0.08426573345627383,0.1790752173570075,0.11911618627170202,0.10860259724639651
New Zealand,0.08942784978469664,0.059815403293370935,0.08552365228412734,0.1917734624025175,0.14569020719810255,0.11652056305084127,0.07649626669912905,0.15575891722054028,0.08736273230777743,0.08044948829943507
Nicaragua,0.12586252220833058,0.10632145026495304,0.13319117036040728,0.18915613223446098,0.18075427564622798,0.13127813303371735,0.0735396145395764,0.14755128206171053,0.13332073529472058,0.12759784065213592
Niger,0.19849343856988252,0.17945320067717635,0.22420195514438354,0.2627963914539265,0.2661922782441605,0.1409692884365428,0.11365437463290251,0.25364615365619125,0.1928853616837194,0.18303413942785005
Nigeria,0.18607891007197291,0.1438995848465458,0.18748830739934724,0.25493823422873146,0.24644770829715945,0.1696367286925551,0.05185050852379726,0.2043223272625111,0.19187561667280867,0.18663760460757867
North Korea,0.19619938261836967,0.17863145780952233,0.21656042454663815,0.24743906230704613,0.2337761909922352,0.10851828465966508,0.15447882469813232,0.20454365005291703,0.19208855151724047,0.16138391463008672
North Macedonia,0.16234889380790848,0.16976617155045184,0.17587957558155162,0.2594570203639355,0.20702052898266604,0.15224879919774365,0.07718423418240657,0.2089695238957127,0.16052899152601194,0.14164858184226103
Norway,0.19322944384627289,0.17248758249255697,0.19384794197057664,0.2873752413372912,0.24513815870724787,0.1789649863414215,0.07653243731022152,0.23820579841131742,0.188933896284577,0.17060803658237333
Oman,0.15713473126333624,0.15089350672157884,0.15713114964843716,0.22224103752752133,0.2007103744328821,0.1514104480749716,0.05677806397384172,0.1919848732687552,0.16322967521259893,0.14165057971714548
Paraguay,0.20878146524054866,0.17978988184999242,0.22394895890897445,0.277537433713074,0.2798569113399541,0.14470947679781063,0.09674503092237777,0.22384954305754332,0.20429380247204593,0.19512849675818159
Peru,0.19605524075308767,0.16684307341245397,0.2167457674938449,0.25103650337091227,0.26077251457222106,0.1388563717157798,0.09360504435005754,0.21103796041896938,0.1985753843890172,0.17942440659451803
Philippines,0.2300247474687693,0.17905427936286572,0.22411200679356788,0.29580828224339933,0.27930328837494667,0.17250761309379345,0.09512810652533003,0.2318116605008725,0.21647254767346139,0.19124005726522883
Poland,0.17077568070395985,0.1781216406626377,0.18485640551594706,0.2511634334658816,0.1924542646047019,0.13928586990631733,0.07748674807279689,0.19044328177738734,0.1741589515722256,0.1427803779622416
Portugal,0.1782300436341415,0.17730318271974818,0.21629670720918812,0.2418344260852661,0.23080344460115715,0.12495895989157813,0.10105263543485787,0.24613393363115132,0.18775436347347754,0.17824938450401492
Romania,0.17035435874513052,0.1503233878139015,0.17921999006461434,0.2420443325879748,0.20874257403601645,0.150959044740864,0.07033195904192224,0.23296684493071587,0.16280222749936488,0.15436251111511015
Russia,0.20979524058751894,0.19179291217995748,0.2544535236773159,0.2624107927422525,0.2722226925411166,0.14468426702810525,0.048533283680231784,0.2496466071082901,0.19240666311293808,0.20314281489727085
Rwanda,0.13723616638053832,0.12698672609026776,0.15979703662431977,0.16953621139119174,0.17826207713412576,0.0895814357699292,0.08059570457397347,0.16728409010234957,0.15222962517012023,0.13557425995437575
Saint Christopher and Nevis,0.1732555282051632,0.15925939371940181,0.1551204077583258,0.24202453275621133,0.19254422492189152,0.15126922612558646,0.06292539299630058,0.15292778409513103,0.1949180886490504,0.11474654524704991
Saint Lucia,0.06564924691651716,0.053429661302419926,0.044029996387404575,0.1379622254233663,0.08295952904019817,0.08756837528394236,0.0678227167651602,0.07685838547205788,0.07988687968079289,0.05823731809744356
Saint Vincent and the Grenadines,0.1556868186654447,0.1313665055387824,0.14435123415187634,0.218981861285964,0.1579660091094727,0.13855585355966737,0.085079779356249,0.15049404507592581,0.15015934064757483,0.10137787831689142
Samoa,0.15309288081572095,0.13261277680033307,0.15406009479062313,0.2463022827328058,0.20410327250182575,0.1580571621612578,0.10309243551389013,0.1924915272613904,0.1308146355689441,0.11023816734106062
San Marino,0.19227822921568594,0.18235261320192914,0.18302103257046312,0.2088517062268666,0.16225092080845838,0.11795350320673555,0.1101358426182102,0.15216011254487624,0.200571712233811,0.12255055536994482
Sao Tome and Principe,0.18888286912860933,0.18481783411577576,0.220729086224713,0.24238200470911797,0.24266469102003224,0.12008840764529977,0.08997359177684865,0.2276279257485652,0.1919516706189562,0.1788960367558757
Saudi Arabia,0.2049152947300094,0.19033050443634936,0.2152080385977011,0.2545695868533635,0.24817951981078834,0.14309108977975316,0.10172586315292019,0.21368381265169414,0.20555363503672014,0.17621311814789845
Senegal,0.20285601948835744,0.1817229622718253,0.21724711527463497,0.27932869879005406,0.2538658494688378,0.16547076205296626,0.0801940663793565,0.24826461492958043,0.20401486891485918,0.18458900633136704
Serbia,0.19077195337610722,0.1873623992082708,0.22503230204490796,0.25998245855697794,0.23814309533338937,0.14195215162193747,0.07243508610315119,0.23832845860640398,0.19930263945313217,0.17585733434027745
Sierra Leone,0.12072277717515846,0.10803289206474531,0.10639525510950404,0.18968040109026668,0.15041736011063692,0.12642256752331546,0.07892319381894529,0.13628667987999263,0.1095017466642289,0.08357936418969522
Singapore,0.10036656204007333,0.07604171366797459,0.07033878243589217,0.16531890686848397,0.11714520957254158,0.12186848072539183,0.06665624316006531,0.10994437563969266,0.0808781798782453,0.06217185449048707
Slovakia,0.23317943378929967,0.23404559975239073,0.2425679056892768,0.2979217425646067,0.2566412153740802,0.16038965679885328,0.08652046279900537,0.2712487368659253,0.21789401785758808,0.1910341284453326
Slovenia,0.19289572116546183,0.17242936251110483,0.21906507318133456,0.2787762539773518,0.2588903094901194,0.1509201300340493,0.06665029458799664,0.24241529254136823,0.18349657416516313,0.169613741415331
Somalia,0.2179048686863214,0.1990392385635477,0.24601738207458768,0.28505235116316296,0.2896917972177195,0.15861006478452788,0.0944500514024005,0.23249885484336585,0.2146060291738632,0.1785426554884181
South Africa,0.13925439266642356,0.11575367826901593,0.13359129169826917,0.2004789250243564,0.16827342031286996,0.1164261706854227,0.11290531138144715,0.142051325703509,0.1367741277478313,0.09819664566362489
South Korea,0.19734371540221232,0.179057283975242,0.21230613961304612,0.25183825876935684,0.23298169424527568,0.11263085708923341,0.1566075043146864,0.1987284251479165,0.18799358849822473,0.1569793586239761
Spain,0.20240937224940855,0.1644310765801156,0.2094670712984989,0.2630558490857852,0.24951232603441903,0.15604674754368528,0.10285980076326831,0.2356303832656485,0.20754410941699408,0.1934177037749764
Sudan,0.18489254729132087,0.1592790658903187,0.17528991308416486,0.25264446350582437,0.22099927618922643,0.1743883028957315,0.0833526287502635,0.18026465030727049,0.17495996315242662,0.1601266620976032
Sweden,0.09326137650398174,0.06906655960017327,0.06710998936724184,0.19434985014007622,0.1283886797039577,0.11125000869091742,0.06996647601299429,0.166171996134893,0.07050071566950761,0.06802598499763636
Switzerland,0.1629130210066795,0.13014301973966477,0.1386698288994145,0.21234402499883562,0.17308725380543635,0.10201803233251189,0.07393518264704284,0.19479776801261614,0.15560828971076474,0.12400902905316806
